Code,Spp,Tow Date,Tow_ID,Tow_num,Picture Date,Fish Number,Notes
00317,Micropogonias undulatus,11/20/17,ICHP-17-0193,2,6/28/21,,
00318,Micropogonias undulatus,11/20/17,ICHP-17-0193,2,6/28/21,,
00319,Micropogonias undulatus,11/20/17,ICHP-17-0193,2,6/28/21,,
00320,Micropogonias undulatus,11/20/17,ICHP-17-0193,2,6/28/21,,
00341,Micropogonias undulatus,11/20/17,ICHP-17-0193,,6/30/21,4,
00342,Micropogonias undulatus,11/20/17,ICHP-17-0193,,6/30/21,5,
00343,Micropogonias undulatus,11/20/17,ICHP-17-0193,,6/30/21,6,
00344,Micropogonias undulatus,11/20/17,ICHP-17-0193,,6/30/21,7,
00345,Micropogonias undulatus,11/20/17,ICHP-17-0193,,6/30/21,8,
00346,Micropogonias undulatus,11/20/17,ICHP-17-0193,,6/30/21,9,
00357,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,1,
00358,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,2,
00359,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,3,
00360,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,4,
00361,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,5,
00362,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,6,
00363,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,7,
00364,Micropogonias undulatus,12/11/17,ICHP-17-0201,,7/7/21,8,
00350,Micropogonias undulatus,12/18/17,ICHP-17-0204,,7/721,1,
00351,Micropogonias undulatus,12/18/17,ICHP-17-0204,,7/721,2,
00352,Micropogonias undulatus,12/18/17,ICHP-17-0204,,7/721,3,
00354,Micropogonias undulatus,12/18/17,ICHP-17-0205,,7/721,1,
00355,Micropogonias undulatus,12/18/17,ICHP-17-0205,,7/721,2,
00356,Micropogonias undulatus,12/18/17,ICHP-17-0205,,7/721,3,
00225,Micropogonias undulatus,11/14/17,ICHP-17-0073,,6/24/21,,
00226,Micropogonias undulatus,11/14/17,ICHP-17-0073,,6/24/21,,
00227,Micropogonias undulatus,11/14/17,ICHP-17-0073,,6/24/21,,
00228,Micropogonias undulatus,11/14/17,ICHP-17-0073,,6/24/21,,
00229,Micropogonias undulatus,11/14/17,ICHP-17-0073,,6/24/21,,
00230,Micropogonias undulatus,11/14/17,ICHP-17-0073,,6/24/21,,
00231,Micropogonias undulatus,11/14/17,ICHP-17-0073,,6/24/21,,
00272,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,1,
00273,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,2,
00274,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,3,
00275,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,4,
00276,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,5,
00277,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,6,
00278,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,7,
00279,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,8,
00280,Micropogonias undulatus,11/14/17,ICHP-17-0075,,6/28/21,9,
